Timestamp: 1414738860, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 50
Timestamp: 1414739760, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 50
Timestamp: 1414739760, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 20
Timestamp: 1414739820, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 52
Timestamp: 1414739820, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 41
Timestamp: 1414739880, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 99
Timestamp: 1414739880, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 50
Timestamp: 1414739940, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 92
Timestamp: 1414739940, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 72
Timestamp: 1414740000, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 29
Timestamp: 1414740000, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 45
Timestamp: 1414740060, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 21
Timestamp: 1414740060, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 75
Timestamp: 1414740120, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 26
Timestamp: 1414740120, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 30
Timestamp: 1414740180, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 24
Timestamp: 1414740180, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 22
Timestamp: 1414740240, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 33
Timestamp: 1414740240, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 33
Timestamp: 1414740300, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 20
Timestamp: 1414740300, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 98
Timestamp: 1414740360, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 67
Timestamp: 1414740360, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 44
Timestamp: 1414740420, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 74
Timestamp: 1414740420, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 66
Timestamp: 1414740480, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 20
Timestamp: 1414740480, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 84
Timestamp: 1414740540, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 100
Timestamp: 1414740540, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 74
Timestamp: 1414740600, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 2
Timestamp: 1414740600, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 85
Timestamp: 1414740660, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 1
Timestamp: 1414740660, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 25
Timestamp: 1414740720, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 32
Timestamp: 1414740720, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 13
Timestamp: 1414740780, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 8
Timestamp: 1414740780, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 81
Timestamp: 1414740840, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 35
Timestamp: 1414740840, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 94
Timestamp: 1414740900, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 23
Timestamp: 1414740900, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 96
Timestamp: 1414740960, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 33
Timestamp: 1414740960, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 39
Timestamp: 1414741020, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 37
Timestamp: 1414741020, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 83
Timestamp: 1414741080, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 30
Timestamp: 1414741080, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 51
Timestamp: 1414741140, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 13
Timestamp: 1414741140, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 75
Timestamp: 1414741200, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 62
Timestamp: 1414741200, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 27
Timestamp: 1414741260, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 15
Timestamp: 1414741260, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 19
Timestamp: 1414741320, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 54
Timestamp: 1414741320, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 14
Timestamp: 1414741380, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 5
Timestamp: 1414741380, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 50
Timestamp: 1414741440, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 5
Timestamp: 1414741440, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 34
Timestamp: 1414741500, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 75
Timestamp: 1414741500, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 25
Timestamp: 1414741560, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 80
Timestamp: 1414741560, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 74
Timestamp: 1414741620, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 53
Timestamp: 1414741620, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 46
Timestamp: 1414741680, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 2
Timestamp: 1414741680, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 73
Timestamp: 1414741740, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 39
Timestamp: 1414741740, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 71
Timestamp: 1414741800, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 95
Timestamp: 1414741800, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 35
Timestamp: 1414741860, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 58
Timestamp: 1414741860, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 95
Timestamp: 1414741920, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 19
Timestamp: 1414741920, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 67
Timestamp: 1414741980, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 63
Timestamp: 1414741980, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 11
Timestamp: 1414742040, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 38
Timestamp: 1414742040, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 67
Timestamp: 1414742100, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 59
Timestamp: 1414742100, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 16
Timestamp: 1414742160, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 30
Timestamp: 1414742160, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 55
Timestamp: 1414742220, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 48
Timestamp: 1414742220, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 81
Timestamp: 1414742280, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 83
Timestamp: 1414742280, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 20
Timestamp: 1414742340, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 4
Timestamp: 1414742340, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 1
Timestamp: 1414742400, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 45
Timestamp: 1414742400, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 98
Timestamp: 1414742460, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 5
Timestamp: 1414742460, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 52
Timestamp: 1414742520, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 67
Timestamp: 1414742520, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 53
Timestamp: 1414742580, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 47
Timestamp: 1414742580, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 50
Timestamp: 1414742640, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 38
Timestamp: 1414742640, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 63
Timestamp: 1414742700, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 7
Timestamp: 1414742700, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 54
Timestamp: 1414742760, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 46
Timestamp: 1414742760, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 88
Timestamp: 1414742820, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 57
Timestamp: 1414742820, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 32
Timestamp: 1414742880, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 93
Timestamp: 1414742880, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 62
Timestamp: 1414742940, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 97
Timestamp: 1414742940, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 39
Timestamp: 1414743000, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 24
Timestamp: 1414743000, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 27
Timestamp: 1414743060, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 57
Timestamp: 1414743060, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 6
Timestamp: 1414743120, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 39
Timestamp: 1414743120, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 60
Timestamp: 1414743180, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 88
Timestamp: 1414743180, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 12
Timestamp: 1414743240, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 51
Timestamp: 1414743240, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 44
Timestamp: 1414743300, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 46
Timestamp: 1414743300, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 8
Timestamp: 1414743360, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 6
Timestamp: 1414743360, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 26
Timestamp: 1414743420, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 16
Timestamp: 1414743420, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 20
Timestamp: 1414743480, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 64
Timestamp: 1414743480, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 73
Timestamp: 1414743540, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 39
Timestamp: 1414743540, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 38
Timestamp: 1414743600, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 97
Timestamp: 1414743600, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 15
Timestamp: 1414743660, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 28
Timestamp: 1414743660, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 60
Timestamp: 1414743720, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 19
Timestamp: 1414743720, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 99
Timestamp: 1414743780, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 81
Timestamp: 1414743780, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 67
Timestamp: 1414743840, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 2
Timestamp: 1414743840, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 63
Timestamp: 1414743900, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 84
Timestamp: 1414743900, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 74
Timestamp: 1414743960, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 49
Timestamp: 1414743960, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 79
Timestamp: 1414744020, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 85
Timestamp: 1414744020, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 73
Timestamp: 1414744080, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 0
Timestamp: 1414744080, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 77
Timestamp: 1414744140, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 39
Timestamp: 1414744140, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 87
Timestamp: 1414744200, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 11
Timestamp: 1414744200, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 34
Timestamp: 1414744260, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 57
Timestamp: 1414744260, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 67
Timestamp: 1414744320, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 92
Timestamp: 1414744320, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 51
Timestamp: 1414744380, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 96
Timestamp: 1414744380, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 19
Timestamp: 1414744440, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 39
Timestamp: 1414744440, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 80
Timestamp: 1414744500, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 82
Timestamp: 1414744500, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 73
Timestamp: 1414744560, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 23
Timestamp: 1414744560, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 94
Timestamp: 1414744620, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 27
Timestamp: 1414744620, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 50
Timestamp: 1414744680, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 52
Timestamp: 1414744680, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 61
Timestamp: 1414744740, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 36
Timestamp: 1414744740, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 57
Timestamp: 1414744800, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 66
Timestamp: 1414744800, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 31
Timestamp: 1414744860, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 26
Timestamp: 1414744860, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 23
Timestamp: 1414744920, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 5
Timestamp: 1414744920, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 26
Timestamp: 1414744980, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 18
Timestamp: 1414744980, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 60
Timestamp: 1414745040, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 91
Timestamp: 1414745040, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 77
Timestamp: 1414745100, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 23
Timestamp: 1414745100, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 37
Timestamp: 1414745160, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 46
Timestamp: 1414745160, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 48
Timestamp: 1414745220, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 89
Timestamp: 1414745220, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 42
Timestamp: 1414745280, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 89
Timestamp: 1414745280, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 15
Timestamp: 1414745340, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 31
Timestamp: 1414745340, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 58
Timestamp: 1414745400, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 49
Timestamp: 1414745400, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 40
Timestamp: 1414745460, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 3
Timestamp: 1414745460, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 56
Timestamp: 1414745520, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 99
Timestamp: 1414745520, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 77
Timestamp: 1414745580, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 21
Timestamp: 1414745580, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 18
Timestamp: 1414745640, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 5
Timestamp: 1414745640, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 6
Timestamp: 1414745700, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 18
Timestamp: 1414745700, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 5
Timestamp: 1414745760, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 6
Timestamp: 1414745760, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 33
Timestamp: 1414745820, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 50
Timestamp: 1414745820, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 27
Timestamp: 1414745880, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 12
Timestamp: 1414745880, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 51
Timestamp: 1414745940, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 74
Timestamp: 1414745940, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 17
Timestamp: 1414746000, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 19
Timestamp: 1414746000, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 55
Timestamp: 1414746060, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 41
Timestamp: 1414746060, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 90
Timestamp: 1414746120, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 80
Timestamp: 1414746120, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 39
Timestamp: 1414746180, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 33
Timestamp: 1414746180, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 75
Timestamp: 1414746240, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 65
Timestamp: 1414746240, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 99
Timestamp: 1414746300, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 27
Timestamp: 1414746300, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 86
Timestamp: 1414746360, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 56
Timestamp: 1414746360, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 17
Timestamp: 1414746420, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 75
Timestamp: 1414746420, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 20
Timestamp: 1414746480, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 59
Timestamp: 1414746480, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 71
Timestamp: 1414746540, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 95
Timestamp: 1414746540, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 5
Timestamp: 1414746600, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 73
Timestamp: 1414746600, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 70
Timestamp: 1414746660, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 60
Timestamp: 1414746660, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 82
Timestamp: 1414746720, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 67
Timestamp: 1414746720, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 64
Timestamp: 1414746780, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 67
Timestamp: 1414746780, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 29
Timestamp: 1414746840, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 65
Timestamp: 1414746840, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 50
Timestamp: 1414746900, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 20
Timestamp: 1414746900, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 7
Timestamp: 1414746960, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 59
Timestamp: 1414746960, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 20
Timestamp: 1414747020, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 14
Timestamp: 1414747020, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 95
Timestamp: 1414747080, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 73
Timestamp: 1414747080, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 2
Timestamp: 1414747140, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 19
Timestamp: 1414747140, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 36
Timestamp: 1414747200, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 10
Timestamp: 1414747200, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 11
Timestamp: 1414747260, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 34
Timestamp: 1414747260, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 64
Timestamp: 1414747320, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 99
Timestamp: 1414747320, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 38
Timestamp: 1414747380, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 34
Timestamp: 1414747380, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 80
Timestamp: 1414747440, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 88
Timestamp: 1414747440, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 14
Timestamp: 1414747500, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 99
Timestamp: 1414747500, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 23
Timestamp: 1414747560, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 54
Timestamp: 1414747560, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 91
Timestamp: 1414747620, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 65
Timestamp: 1414747620, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 58
Timestamp: 1414747680, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 86
Timestamp: 1414747680, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 70
Timestamp: 1414747740, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 23
Timestamp: 1414747740, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 52
Timestamp: 1414747800, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 28
Timestamp: 1414747800, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 13
Timestamp: 1414747860, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 37
Timestamp: 1414747860, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 84
Timestamp: 1414747920, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 49
Timestamp: 1414747920, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 27
Timestamp: 1414747980, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 20
Timestamp: 1414747980, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 31
Timestamp: 1414748040, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 14
Timestamp: 1414748040, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 1
Timestamp: 1414748100, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 99
Timestamp: 1414748100, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 91
Timestamp: 1414748160, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 95
Timestamp: 1414748160, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 64
Timestamp: 1414748220, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 10
Timestamp: 1414748220, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 84
Timestamp: 1414748280, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 75
Timestamp: 1414748280, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 9
Timestamp: 1414748340, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 98
Timestamp: 1414748340, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 39
Timestamp: 1414748400, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 68
Timestamp: 1414748400, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 92
Timestamp: 1414748460, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 17
Timestamp: 1414748460, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 10
Timestamp: 1414748520, CPU: 192.168.2.175 , CPU_id: 0 , %usage: 93
Timestamp: 1414748520, CPU: 192.168.2.175 , CPU_id: 1 , %usage: 74
